episode,reward
198,1525.0
199,500.0
200,440.0
201,700.0
202,970.0
203,620.0
204,580.0
205,1435.0
206,1140.0
207,655.0
208,405.0
209,410.0
210,525.0
211,815.0
212,550.0
213,625.0
214,470.0
215,820.0
216,755.0
217,485.0
218,770.0
219,1000.0
220,940.0
221,435.0
222,850.0
223,495.0
224,435.0
225,380.0
226,1050.0
227,530.0
228,830.0
229,570.0
230,460.0
231,710.0
232,510.0
233,610.0
234,650.0
235,565.0
236,875.0
237,450.0
238,585.0
239,605.0
240,715.0
241,470.0
242,380.0
243,545.0
244,775.0
245,520.0
246,1110.0
247,600.0
248,560.0
249,880.0
250,1065.0
251,665.0
252,395.0
253,585.0
254,710.0
255,980.0
256,570.0
257,600.0
258,710.0
259,360.0
260,510.0
261,605.0
262,955.0
263,545.0
264,705.0
265,1190.0
266,935.0
267,660.0
268,600.0
269,420.0
270,785.0
271,620.0
272,1010.0
273,1045.0
274,480.0
275,960.0
276,710.0
277,435.0
278,455.0
279,1145.0
280,635.0
281,710.0
282,905.0
283,955.0
284,310.0
285,805.0
286,575.0
287,595.0
288,400.0
289,895.0
290,615.0
291,735.0
292,710.0
293,1240.0
294,620.0
295,615.0
296,825.0
297,630.0
298,825.0
299,565.0
300,875.0
301,1070.0
302,795.0
303,445.0
304,670.0
305,1020.0
306,505.0
307,780.0
308,445.0
309,710.0
310,845.0
311,350.0
312,920.0
313,430.0
314,1325.0
315,600.0
316,885.0
317,380.0
318,1014.9999999999999
319,320.0
320,745.0
321,990.0
322,735.0
323,525.0
324,350.0
325,1025.0
326,655.0
327,795.0
328,840.0
329,750.0
330,455.0
331,465.0
332,680.0
333,810.0
334,555.0
335,675.0
336,655.0
337,580.0
338,770.0
339,825.0
340,470.0
341,720.0
342,1190.0
343,350.0
344,645.0
345,840.0
346,1125.0
347,1405.0
348,540.0
349,460.0
350,625.0
351,825.0
352,485.0
353,730.0
354,770.0
355,550.0
356,440.0
357,1120.0
358,740.0
359,365.0
360,595.0
361,870.0
362,555.0
363,480.0
364,415.0
365,450.0
366,485.0
367,1010.0
368,670.0
369,835.0
370,480.0
371,1160.0
372,625.0
373,595.0
374,1195.0
375,515.0
376,920.0
377,1100.0
378,375.0
379,455.0
380,585.0
381,465.0
382,780.0
383,1030.0
384,1155.0
385,885.0
386,660.0
387,555.0
388,350.0
389,1325.0
390,545.0
391,540.0
392,1225.0
393,515.0
394,800.0
395,880.0
396,1100.0
397,995.0
398,560.0
399,460.0
400,440.0
401,660.0
402,685.0
403,890.0
404,975.0
405,665.0
406,810.0
407,445.0
408,445.0
409,390.0
410,1180.0
411,960.0
412,600.0
413,410.0
414,925.0
415,725.0
416,485.0
417,905.0
418,490.0
419,745.0
420,1045.0
421,530.0
422,465.0
423,700.0
424,600.0
425,685.0
426,410.0
427,360.0
428,540.0
429,550.0
430,825.0
431,825.0
432,1120.0
433,805.0
434,555.0
435,425.0
436,690.0
437,1260.0
438,1170.0
439,540.0
440,960.0
441,520.0
442,1060.0
443,780.0
444,630.0
445,840.0
446,705.0
447,515.0
448,830.0
449,1070.0
450,975.0
451,480.0
452,685.0
453,740.0
454,655.0
455,605.0
456,785.0
457,705.0
458,735.0
459,575.0
460,645.0
461,500.0
462,795.0
463,670.0
464,435.0
465,870.0
466,935.0
467,455.0
468,575.0
469,1375.0
470,1055.0
471,530.0
472,420.0
473,510.0
474,485.0
475,500.0
476,760.0
477,930.0
478,490.0
479,755.0
480,1035.0
481,685.0
482,300.0
483,600.0
484,900.0
485,660.0
486,515.0
487,545.0
488,990.0
489,505.0
490,1060.0
491,405.0
492,575.0
493,800.0
494,775.0
495,525.0
496,765.0
497,375.0
498,940.0
499,740.0
500,820.0
501,375.0
502,420.0
503,525.0
504,350.0
505,610.0
506,690.0
507,610.0
508,970.0
509,365.0
510,615.0
511,1240.0
512,390.0
513,700.0
514,415.0
515,490.0
516,1050.0
517,715.0
518,705.0
519,940.0
520,740.0
521,820.0
522,1185.0
523,575.0
524,1280.0
525,810.0
526,360.0
527,525.0
528,630.0
529,710.0
530,1070.0
531,585.0
532,865.0
533,550.0
534,680.0
535,820.0
536,605.0
537,1075.0
538,605.0
539,380.0
540,470.0
541,865.0
542,665.0
543,670.0
544,555.0
545,480.0
546,750.0
547,695.0
548,935.0
549,570.0
550,640.0
551,650.0
552,610.0
553,495.0
554,995.0
555,555.0
556,990.0
557,530.0
558,480.0
559,785.0
560,575.0
561,520.0
562,760.0
563,520.0
564,650.0
565,1295.0
566,1235.0
567,385.0
568,1075.0
569,765.0
570,630.0
571,1200.0
572,935.0
573,790.0
574,555.0
575,480.0
576,980.0
577,330.0
578,995.0
579,515.0
580,500.0
581,870.0
582,750.0
583,560.0
584,945.0
585,980.0
586,480.0
587,775.0
588,755.0
589,1105.0
590,710.0
591,375.0
592,540.0
593,635.0
594,1014.9999999999999
595,1080.0
596,520.0
597,1020.0
598,625.0
599,910.0
600,780.0
601,640.0
602,445.0
603,555.0
604,715.0
605,590.0
606,500.0
607,460.0
608,650.0
609,555.0
610,510.0
611,830.0
612,985.0
613,810.0
614,875.0
615,840.0
616,795.0
617,340.0
618,510.0
619,925.0
620,1004.9999999999999
621,585.0
622,1150.0
623,505.0
624,655.0
625,650.0
626,965.0
627,795.0
628,325.0
629,725.0
630,1065.0
631,605.0
632,965.0
633,715.0
634,510.0
635,790.0
636,720.0
637,535.0
638,1035.0
639,660.0
640,425.0
641,910.0
642,935.0
643,600.0
644,380.0
645,580.0
646,730.0
647,655.0
648,560.0
649,1480.0
650,630.0
651,475.0
652,865.0
653,970.0
654,675.0
655,420.0
656,570.0
657,515.0
658,1055.0
659,410.0
660,290.0
661,1080.0
662,725.0
663,470.0
664,1010.0
665,980.0
666,530.0
667,415.0
668,975.0
669,865.0
670,450.0
671,615.0
672,620.0
673,535.0
674,615.0
675,690.0
676,415.0
677,570.0
678,640.0
679,390.0
680,1014.9999999999999
681,625.0
682,785.0
683,1030.0
684,525.0
685,440.0
686,750.0
687,610.0
688,825.0
689,715.0
690,960.0
691,630.0
692,920.0
693,820.0
694,755.0
695,525.0
696,435.0
697,710.0
698,335.0
699,395.0
700,370.0
701,980.0
702,625.0
703,555.0
704,735.0
705,570.0
706,620.0
707,1290.0
708,470.0
709,620.0
710,485.0
711,420.0
712,575.0
713,985.0
714,780.0
715,545.0
716,935.0
717,575.0
718,845.0
719,865.0
720,435.0
721,510.0
722,745.0
723,1145.0
724,540.0
725,950.0
726,560.0
727,485.0
728,1180.0
729,370.0
730,490.0
731,1110.0
732,850.0
733,465.0
734,720.0
735,630.0
736,545.0
737,565.0
738,420.0
739,690.0
740,515.0
741,1205.0
742,930.0
743,360.0
744,570.0
745,550.0
746,915.0
747,825.0
748,480.0
749,670.0
750,675.0
751,555.0
752,515.0
753,1050.0
754,1080.0
755,675.0
756,740.0
757,605.0
758,775.0
759,870.0
760,620.0
761,920.0
762,940.0
763,530.0
764,590.0
765,855.0
766,650.0
767,620.0
768,865.0
769,440.0
770,930.0
771,740.0
772,1030.0
773,500.0
774,1075.0
775,740.0
776,505.0
777,735.0
778,755.0
779,760.0
780,1010.0
781,645.0
782,670.0
783,320.0
784,690.0
785,980.0
786,555.0
787,560.0
788,1025.0
789,1165.0
790,870.0
791,1065.0
792,530.0
793,1080.0
794,655.0
795,425.0
796,615.0
797,320.0
798,625.0
799,1050.0
800,710.0
801,505.0
802,555.0
803,430.0
804,650.0
805,660.0
806,1010.0
807,825.0
808,1090.0
809,665.0
810,715.0
811,590.0
812,895.0
813,810.0
814,495.0
815,455.0
816,665.0
817,580.0
818,1185.0
819,425.0
820,475.0
821,635.0
822,570.0
823,1175.0
824,855.0
825,790.0
826,830.0
827,1030.0
828,630.0
829,520.0
830,585.0
831,350.0
832,445.0
833,1230.0
834,685.0
835,1080.0
836,640.0
837,425.0
838,1120.0
839,545.0
840,1010.0
841,625.0
842,615.0
843,555.0
844,520.0
845,455.0
846,1165.0
847,545.0
848,330.0
849,420.0
850,665.0
851,710.0
852,445.0
853,655.0
854,630.0
855,580.0
856,600.0
857,910.0
858,1205.0
859,695.0
860,800.0
861,850.0
862,765.0
863,590.0
864,475.0
865,790.0
866,640.0
867,725.0
868,680.0
869,1004.9999999999999
870,870.0
871,715.0
872,800.0
873,675.0
874,750.0
875,550.0
876,560.0
877,1475.0
878,910.0
879,705.0
880,980.0
881,685.0
882,770.0
883,715.0
884,360.0
885,795.0
886,555.0
887,555.0
888,295.0
889,810.0
890,795.0
891,230.0
892,440.0
893,480.0
894,790.0
895,685.0
896,595.0
897,895.0
898,765.0
899,635.0
900,605.0
901,935.0
902,860.0
903,835.0
904,700.0
905,745.0
906,580.0
907,1115.0
908,910.0
909,620.0
910,740.0
911,535.0
912,500.0
913,400.0
914,705.0
915,745.0
916,600.0
917,1225.0
918,375.0
919,440.0
920,985.0
921,485.0
922,560.0
923,590.0
924,760.0
925,435.0
926,560.0
927,430.0
928,875.0
929,810.0
930,1065.0
931,735.0
932,555.0
933,860.0
934,750.0
935,755.0
936,610.0
937,1325.0
938,920.0
939,665.0
940,1175.0
941,820.0
942,740.0
943,555.0
944,965.0
945,900.0
946,475.0
947,395.0
948,650.0
949,570.0
950,595.0
951,675.0
952,375.0
953,885.0
954,500.0
955,715.0
956,1500.0
957,455.0
958,495.0
959,415.0
960,700.0
961,605.0
962,735.0
963,770.0
964,675.0
965,400.0
966,335.0
967,300.0
968,920.0
969,555.0
970,735.0
971,380.0
972,635.0
973,590.0
974,450.0
975,480.0
976,925.0
977,770.0
978,505.0
979,715.0
980,1250.0
981,475.0
982,570.0
983,720.0
984,880.0
985,835.0
986,475.0
987,1075.0
988,590.0
989,1085.0
990,675.0
991,505.0
992,675.0
993,680.0
994,755.0
995,405.0
996,1020.0
997,765.0
998,695.0
999,425.0
1000,755.0
