episode,reward
5000,1.5735999999999999
10000,1.1456
15000,1.1756000000000002
20000,0.9396
25000,1.0492000000000004
30000,2.1424
35000,1.1864000000000001
40000,1.6019999999999999
45000,1.6971999999999996
